COc1cc(Cl)cc2c1OCC[C@@H]2C(=O)Nc1cncc2ccccc12
O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(c2ccccc2)CC1
O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(c2ccccc2)CC1
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCc1ccc(F)cc1)c1cccnc1
C=CC(=O)N(c1cc(C(C)(C)C)on1)C(C(=O)NCCc1cccc(F)c1)c1cncc(C#N)c1
C=CC(=O)N(c1cc(C(C)(C)C)on1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1
CC(=O)NCCc1c[nH]c2c(CN3CCN(C(=O)CCl)CC3)cccc12
N#Cc1cccc(CN2CCN(C(=O)CCl)CC2)c1
CCOc1ccccc1CN1C(=O)C(=O)c2cc(Br)ccc21
Cc1ccncc1N1CCC(c2cccc(Cl)c2)C1=O
Cc1ccncc1NC(=O)C(C)c1cccc(Cl)c1
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(S(N)(=O)=O)c1
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2nnc(C3CCCCC3)o2)c1
CC(CCc1ccccc1)N1CCN(C(=O)CCl)CC1
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCCSC)c1cccnc1
COc1ccc(-c2cc(COc3cc(Cl)cc(CC(=O)Nc4cnccc4C)c3)on2)cc1
Cc1ccncc1NC(=O)Cc1cccc(Cl)c1
N#Cc1ccc(CN2C(=O)C(=O)c3cccc(Br)c32)c(F)c1
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCc1ccccc1)c1cccnc1
CC(C)(C)c1ccc(N(C(=O)c2ccco2)[C@@H](C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1
Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NS(N)(=O)=O)c1
N#Cc1cccc(NC(=O)Cc2cncc3ccccc23)c1
O=C(CCl)N1CCC(c2nc(-c3cccnc3)nc3ccccc23)CC1
